Name,Tenant domain,Container,Source,Group email,Created time,Last activity date,Description,Group type,Viva Engage connection,Hide from address list,Aliases,Team status,Synced from on-premises,Security enabled,Membership type,Privacy,Roles assignable,Roles,Site URL,Mailbox size (GB),Storage used (GB),Sensitivity label,Allow external senders to email this Group,Owners,Members,First EnPower registration time,Group ID,Registered,Primary contact,Secondary contact,Membership assignment method,Claim status,Contact election profile,Renewal profile,Phase,Phase assignee,Renewal start time,Renewal due date,Next renewal date,Last renewal time,Last renewed by,B-Department,Please Select a Site Type to Start the Site Creation Request,B-Library Short Name,B-Library name,Department,Allow External Sharing-choice,EDRMS Site Type,Please select: Lock Site / Unlock Site,Library Short Name,Library name,Please Select a Library Type to Start the Library Creation Request,Procurement library,Allow External Sharing,RefinableString00,Department22,Site Short Name,DRM Department,Business Need,Desired Outcomes,Key Risks and Considerations,Content Category,Site URL,Remarks,Records Manager,Project Owner,External Sharing Allowed?,Choose Project Site Template,Choose Site Template,Please provide business reasons for having site site.,Segment,Division,Region,Manager,Purpose of Use,Request Reason,External Company Name,GALines,Archiver,Delete Site,D- Change list setting
dane-ddos-59,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-59@7rkd12.onmicrosoft.com,8/13/2026 7:05:05 PM,-,dane-ddos-59,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-59,0.00,0.00,None,Off,1,1,8/13/2026 9:46:10 PM,2a246ec5-d3be-436f-81f6-7d89cfce4d47,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-6,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-6@7rkd12.onmicrosoft.com,8/13/2026 6:36:05 PM,-,dane-ddos-6,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-6,0.00,0.00,None,Off,1,1,8/13/2026 8:39:37 PM,ff64cfb0-1f55-4e71-a935-9a22319e2599,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-60,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-60@7rkd12.onmicrosoft.com,8/13/2026 7:05:14 PM,-,dane-ddos-60,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-60,0.00,0.00,None,Off,1,1,8/13/2026 9:41:07 PM,677dc4a1-4312-469d-914f-35c20601963b,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-61,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-61@7rkd12.onmicrosoft.com,8/13/2026 7:05:22 PM,-,dane-ddos-61,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-61,0.00,0.00,None,Off,1,1,8/13/2026 9:58:56 PM,11a675f2-716d-49be-bb89-e0540a84ea0b,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-62,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-62@7rkd12.onmicrosoft.com,8/13/2026 7:05:32 PM,-,dane-ddos-62,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-62,0.00,0.00,None,Off,1,1,8/13/2026 10:00:24 PM,71ecba54-5165-43f4-892c-a03b12c27eed,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-63,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-63@7rkd12.onmicrosoft.com,8/13/2026 7:05:41 PM,-,dane-ddos-63,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-63,0.00,0.00,None,Off,1,1,8/13/2026 9:58:09 PM,bcd0d0f8-c95b-4577-9427-34edf3f916e3,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-64,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-64@7rkd12.onmicrosoft.com,8/13/2026 7:05:49 PM,-,dane-ddos-64,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-64,0.00,0.00,None,Off,1,1,8/13/2026 9:56:48 PM,a059f1d9-1b1c-466f-bd1d-38de32c8505c,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-65,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-65@7rkd12.onmicrosoft.com,8/14/2026 10:19:56 AM,-,dane-ddos-65,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-65,0.00,0.00,None,Off,1,1,8/14/2026 12:52:50 PM,b0360199-e477-4086-acc6-5744340b23b8,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-66,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-66@7rkd12.onmicrosoft.com,8/14/2026 10:20:03 AM,-,dane-ddos-66,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-66,0.00,0.00,None,Off,1,1,8/14/2026 12:55:12 PM,d3ba164a-3d9c-4394-9b1b-125f912ba15a,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-67,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-67@7rkd12.onmicrosoft.com,8/13/2026 7:06:09 PM,-,dane-ddos-67,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-67,0.00,0.00,None,Off,1,1,8/13/2026 10:02:33 PM,e8580f9f-1a3d-43ac-802c-47f86d6407a6,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-68,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-68@7rkd12.onmicrosoft.com,8/14/2026 10:20:12 AM,-,dane-ddos-68,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-68,0.00,0.00,None,Off,1,1,8/14/2026 12:55:31 PM,0359cfba-a3a7-4c9a-92f2-e9cdb1e70d26,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-69,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-69@7rkd12.onmicrosoft.com,8/13/2026 7:06:23 PM,-,dane-ddos-69,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-69,0.00,0.00,None,Off,1,1,8/13/2026 9:59:17 PM,2bbb42e2-03f6-4ac2-81c9-992c5f07443f,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-7,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-7@7rkd12.onmicrosoft.com,8/13/2026 6:36:14 PM,-,dane-ddos-7,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-7,0.00,0.00,None,Off,1,1,8/13/2026 8:38:43 PM,124a2bbb-b7b8-42fb-b866-23a8159fef85,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-70,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-70@7rkd12.onmicrosoft.com,8/14/2026 10:20:22 AM,-,dane-ddos-70,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-70,0.00,0.00,None,Off,1,1,8/14/2026 12:53:47 PM,92b9d0f4-23c6-4c61-b5d8-d652b4b70699,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-71,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-71@7rkd12.onmicrosoft.com,8/13/2026 7:06:38 PM,-,dane-ddos-71,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-71,0.00,0.00,None,Off,1,1,8/13/2026 10:00:02 PM,59bdac33-27c5-4115-994e-49bce1aad37c,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-72,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-72@7rkd12.onmicrosoft.com,8/13/2026 7:06:47 PM,-,dane-ddos-72,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-72,0.00,0.00,None,Off,1,1,8/13/2026 10:01:48 PM,17dfc67e-34c6-40d5-bf78-2d419c20ee7c,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-73,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-73@7rkd12.onmicrosoft.com,8/14/2026 10:20:29 AM,-,dane-ddos-73,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-73,0.00,0.00,None,Off,1,1,8/14/2026 12:56:08 PM,8db20aea-9642-4945-a1ab-b0416fa5e759,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-74,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-74@7rkd12.onmicrosoft.com,8/13/2026 7:07:01 PM,-,dane-ddos-74,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-74,0.00,0.00,None,Off,1,1,8/13/2026 10:02:56 PM,3f89fad9-ab38-4f2b-90a4-1f8d20fed0d9,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-75,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-75@7rkd12.onmicrosoft.com,8/13/2026 7:07:10 PM,-,dane-ddos-75,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-75,0.00,0.00,None,Off,1,1,8/13/2026 10:03:19 PM,d7ee948d-e72f-47cb-bd2f-b7439c150007,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-76,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-76@7rkd12.onmicrosoft.com,8/14/2026 11:32:04 AM,-,dane-ddos-76,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-76,0.00,0.00,None,Off,1,1,8/14/2026 1:40:18 PM,08cf7566-7e7a-4f31-9aeb-b2e4c9818882,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-77,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-77@7rkd12.onmicrosoft.com,8/13/2026 7:07:25 PM,-,dane-ddos-77,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-77,0.00,0.00,None,Off,1,1,8/13/2026 10:03:42 PM,9edc6f2d-cd2e-40c6-b02a-831159ea98c0,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-78,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-78@7rkd12.onmicrosoft.com,8/14/2026 8:07:31 AM,-,dane-ddos-78,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-78,0.00,0.00,None,Off,1,1,8/14/2026 10:38:16 AM,cb909bb4-3808-4f44-95a4-4e1b3ef2259f,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-79,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-79@7rkd12.onmicrosoft.com,8/14/2026 8:07:39 AM,-,dane-ddos-79,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-79,0.00,0.00,None,Off,1,1,8/14/2026 10:38:52 AM,cfd95b14-8157-4e1e-9c70-1ece06bbda4b,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-8,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-8@7rkd12.onmicrosoft.com,8/13/2026 6:36:26 PM,-,dane-ddos-8,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-8,0.00,0.00,None,Off,1,1,8/13/2026 8:42:04 PM,b7873a20-113d-4dfd-abd6-3d59f1ae7a3b,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-80,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-80@7rkd12.onmicrosoft.com,8/14/2026 8:07:48 AM,-,dane-ddos-80,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-80,0.00,0.00,None,Off,1,1,8/14/2026 10:37:30 AM,b2e65d99-cdae-48e0-8fdc-4a6eed7f26d3,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-81,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-81@7rkd12.onmicrosoft.com,8/14/2026 8:07:57 AM,-,dane-ddos-81,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-81,0.00,0.00,None,Off,1,1,8/14/2026 10:38:35 AM,4bc97e25-3a7b-4688-aa1a-d1ae55322528,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-82,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-82@7rkd12.onmicrosoft.com,8/14/2026 8:08:05 AM,-,dane-ddos-82,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-82,0.00,0.00,None,Off,1,1,8/14/2026 10:37:55 AM,78920bc1-7fbd-4435-98eb-5e6cacce4450,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-83,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-83@7rkd12.onmicrosoft.com,8/14/2026 8:08:14 AM,-,dane-ddos-83,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-83,0.00,0.00,None,Off,1,1,8/14/2026 10:40:07 AM,c0810a6b-9586-4765-a7a4-d97fde17ee34,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-84,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-84@7rkd12.onmicrosoft.com,8/14/2026 8:08:21 AM,-,dane-ddos-84,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-84,0.00,0.00,None,Off,1,1,8/14/2026 10:41:21 AM,258a5e4d-d6c9-4bae-b6ee-a9e1e2bfd61f,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-85,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-85@7rkd12.onmicrosoft.com,8/14/2026 8:08:28 AM,-,dane-ddos-85,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-85,0.00,0.00,None,Off,1,1,8/14/2026 10:40:25 AM,54983828-8cdf-457d-97af-f5dbb1d91eaa,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-86,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-86@7rkd12.onmicrosoft.com,8/14/2026 8:08:40 AM,-,dane-ddos-86,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-86,0.00,0.00,None,Off,1,1,8/14/2026 10:39:48 AM,0857b417-016f-41dd-ade7-ca30ba7517ee,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-87,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-87@7rkd12.onmicrosoft.com,8/14/2026 8:08:52 AM,-,dane-ddos-87,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-87,0.00,0.00,None,Off,1,1,8/14/2026 10:40:43 AM,f3bfa865-1b1d-48f5-b49a-99940adcbab0,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-88,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-88@7rkd12.onmicrosoft.com,8/14/2026 8:09:03 AM,-,dane-ddos-88,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-88,0.00,0.00,None,Off,1,1,8/14/2026 10:43:16 AM,c7394247-4c07-4c5d-aa7c-3191f8e73ac5,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-89,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-89@7rkd12.onmicrosoft.com,8/14/2026 10:20:42 AM,-,dane-ddos-89,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-89,0.00,0.00,None,Off,1,1,8/14/2026 12:55:49 PM,775f2787-d19f-47f1-bae9-1e98364df834,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-9,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-9@7rkd12.onmicrosoft.com,8/13/2026 6:36:38 PM,-,dane-ddos-9,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-9,0.00,0.00,None,Off,1,1,8/13/2026 8:44:12 PM,ba8eda24-ad9d-42b8-a158-ba84579bb514,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-90,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-90@7rkd12.onmicrosoft.com,8/14/2026 8:09:18 AM,-,dane-ddos-90,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-90,0.00,0.00,None,Off,1,1,8/14/2026 10:42:27 AM,98f57c57-58d3-4cd2-96aa-2c3bc1079b1a,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
